date	time	open	high	low	close	tickvolume	volume	spread
2018.06.06	22:10:00	1.17688	1.17695	1.17686	1.17693	40	0	1
2018.06.06	22:11:00	1.17693	1.17697	1.17691	1.17692	21	0	1
2018.06.06	22:12:00	1.17692	1.17705	1.17690	1.17701	53	0	1
2018.06.06	22:13:00	1.17701	1.17712	1.17695	1.17710	67	0	1
2018.06.06	22:14:00	1.17710	1.17717	1.17703	1.17708	49	0	1
2018.06.06	22:15:00	1.17708	1.17716	1.17702	1.17716	36	0	1
2018.06.06	22:16:00	1.17715	1.17718	1.17707	1.17715	49	0	1
2018.06.06	22:17:00	1.17715	1.17721	1.17704	1.17706	26	0	1
2018.06.06	22:18:00	1.17706	1.17707	1.17701	1.17701	17	0	2
2018.06.06	22:19:00	1.17701	1.17706	1.17700	1.17701	21	0	2
2018.06.06	22:20:00	1.17701	1.17714	1.17701	1.17712	54	0	1
2018.06.06	22:21:00	1.17712	1.17723	1.17712	1.17722	13	0	1
2018.06.06	22:22:00	1.17722	1.17729	1.17716	1.17719	34	0	1
2018.06.06	22:23:00	1.17719	1.17725	1.17714	1.17723	17	0	1
2018.06.06	22:24:00	1.17723	1.17733	1.17723	1.17733	19	0	1
2018.06.06	22:25:00	1.17733	1.17733	1.17724	1.17725	20	0	2
2018.06.06	22:26:00	1.17725	1.17735	1.17725	1.17734	23	0	2
2018.06.06	22:27:00	1.17734	1.17734	1.17731	1.17731	10	0	2
2018.06.06	22:28:00	1.17731	1.17741	1.17731	1.17740	19	0	1
2018.06.06	22:29:00	1.17740	1.17744	1.17739	1.17744	9	0	1
2018.06.06	22:30:00	1.17746	1.17752	1.17741	1.17749	29	0	1
2018.06.06	22:31:00	1.17750	1.17754	1.17741	1.17748	37	0	2
2018.06.06	22:32:00	1.17748	1.17754	1.17744	1.17752	25	0	1
2018.06.06	22:33:00	1.17752	1.17761	1.17748	1.17754	37	0	1
2018.06.06	22:34:00	1.17754	1.17767	1.17754	1.17766	22	0	1
2018.06.06	22:35:00	1.17766	1.17771	1.17752	1.17767	68	0	1
2018.06.06	22:36:00	1.17767	1.17771	1.17765	1.17770	17	0	2
2018.06.06	22:37:00	1.17770	1.17770	1.17770	1.17770	1	0	3
2018.06.06	22:38:00	1.17770	1.17774	1.17766	1.17774	24	0	2
2018.06.06	22:39:00	1.17774	1.17774	1.17770	1.17774	13	0	2
2018.06.06	22:40:00	1.17774	1.17775	1.17767	1.17769	17	0	2
2018.06.06	22:41:00	1.17769	1.17769	1.17762	1.17763	25	0	2
2018.06.06	22:42:00	1.17763	1.17768	1.17760	1.17763	23	0	2
2018.06.06	22:43:00	1.17763	1.17767	1.17756	1.17759	34	0	2
2018.06.06	22:44:00	1.17759	1.17767	1.17758	1.17764	20	0	2
2018.06.06	22:45:00	1.17763	1.17763	1.17760	1.17760	13	0	2
2018.06.06	22:46:00	1.17760	1.17760	1.17732	1.17733	44	0	1
2018.06.06	22:47:00	1.17733	1.17733	1.17728	1.17730	16	0	1
2018.06.06	22:48:00	1.17730	1.17743	1.17727	1.17743	33	0	1
2018.06.06	22:49:00	1.17742	1.17742	1.17731	1.17734	30	0	1
2018.06.06	22:50:00	1.17734	1.17738	1.17728	1.17732	49	0	2
2018.06.06	22:51:00	1.17732	1.17739	1.17728	1.17731	55	0	1
2018.06.06	22:52:00	1.17731	1.17736	1.17724	1.17730	38	0	1
2018.06.06	22:53:00	1.17730	1.17735	1.17730	1.17735	15	0	2
2018.06.06	22:54:00	1.17735	1.17735	1.17728	1.17735	24	0	2
2018.06.06	22:55:00	1.17735	1.17735	1.17726	1.17729	43	0	1
2018.06.06	22:56:00	1.17729	1.17735	1.17726	1.17726	22	0	1
2018.06.06	22:57:00	1.17726	1.17726	1.17712	1.17713	31	0	1
2018.06.06	22:58:00	1.17713	1.17713	1.17704	1.17710	47	0	1
2018.06.06	22:59:00	1.17709	1.17709	1.17702	1.17709	35	0	1
2018.06.06	23:00:00	1.17709	1.17709	1.17701	1.17703	28	0	1
2018.06.06	23:01:00	1.17703	1.17708	1.17703	1.17703	9	0	1
2018.06.06	23:02:00	1.17703	1.17704	1.17701	1.17702	8	0	2
2018.06.06	23:03:00	1.17702	1.17703	1.17698	1.17698	8	0	1
2018.06.06	23:04:00	1.17698	1.17698	1.17697	1.17697	4	0	3
2018.06.06	23:05:00	1.17697	1.17703	1.17697	1.17699	32	0	1
2018.06.06	23:06:00	1.17699	1.17704	1.17698	1.17703	12	0	2
2018.06.06	23:07:00	1.17703	1.17715	1.17703	1.17715	24	0	2
2018.06.06	23:08:00	1.17715	1.17725	1.17714	1.17725	20	0	1
2018.06.06	23:09:00	1.17724	1.17728	1.17721	1.17727	18	0	2
2018.06.06	23:10:00	1.17727	1.17727	1.17722	1.17724	9	0	2
2018.06.06	23:11:00	1.17724	1.17724	1.17717	1.17717	8	0	2
2018.06.06	23:12:00	1.17717	1.17719	1.17717	1.17718	4	0	3
2018.06.06	23:13:00	1.17718	1.17721	1.17718	1.17719	7	0	2
2018.06.06	23:14:00	1.17720	1.17733	1.17720	1.17733	12	0	1
2018.06.06	23:15:00	1.17733	1.17733	1.17733	1.17733	1	0	3
2018.06.06	23:16:00	1.17733	1.17733	1.17732	1.17733	3	0	1
2018.06.06	23:17:00	1.17733	1.17737	1.17723	1.17723	15	0	1
2018.06.06	23:18:00	1.17723	1.17723	1.17722	1.17722	2	0	4
2018.06.06	23:19:00	1.17722	1.17723	1.17721	1.17723	4	0	3
2018.06.06	23:20:00	1.17723	1.17724	1.17722	1.17722	4	0	3
2018.06.06	23:21:00	1.17722	1.17727	1.17722	1.17725	8	0	3
2018.06.06	23:22:00	1.17725	1.17728	1.17725	1.17727	4	0	2
2018.06.06	23:23:00	1.17727	1.17727	1.17727	1.17727	1	0	3
2018.06.06	23:24:00	1.17727	1.17727	1.17722	1.17722	8	0	2
2018.06.06	23:25:00	1.17722	1.17723	1.17718	1.17718	15	0	2
2018.06.06	23:26:00	1.17718	1.17720	1.17718	1.17720	3	0	1
2018.06.06	23:27:00	1.17720	1.17724	1.17720	1.17724	4	0	1
2018.06.06	23:28:00	1.17724	1.17726	1.17722	1.17725	6	0	1
2018.06.06	23:29:00	1.17725	1.17727	1.17721	1.17723	29	0	1
2018.06.06	23:30:00	1.17723	1.17723	1.17717	1.17717	15	0	3
2018.06.06	23:31:00	1.17717	1.17728	1.17717	1.17726	15	0	1
2018.06.06	23:32:00	1.17726	1.17740	1.17725	1.17740	15	0	1
2018.06.06	23:33:00	1.17740	1.17742	1.17737	1.17738	16	0	1
2018.06.06	23:34:00	1.17738	1.17740	1.17738	1.17740	3	0	1
2018.06.06	23:35:00	1.17740	1.17740	1.17739	1.17739	2	0	2
2018.06.06	23:36:00	1.17740	1.17743	1.17738	1.17740	16	0	3
2018.06.06	23:37:00	1.17740	1.17743	1.17740	1.17742	10	0	2
2018.06.06	23:38:00	1.17742	1.17742	1.17739	1.17739	4	0	1
2018.06.06	23:39:00	1.17739	1.17739	1.17739	1.17739	1	0	4
2018.06.06	23:40:00	1.17739	1.17739	1.17739	1.17739	1	0	4
2018.06.06	23:41:00	1.17739	1.17740	1.17738	1.17740	5	0	2
2018.06.06	23:42:00	1.17740	1.17742	1.17733	1.17742	13	0	2
2018.06.06	23:43:00	1.17742	1.17745	1.17742	1.17743	9	0	2
2018.06.06	23:44:00	1.17744	1.17747	1.17744	1.17747	10	0	3
2018.06.06	23:45:00	1.17747	1.17748	1.17744	1.17745	17	0	2
2018.06.06	23:46:00	1.17745	1.17746	1.17743	1.17746	6	0	3
2018.06.06	23:47:00	1.17745	1.17746	1.17744	1.17744	9	0	3
2018.06.06	23:48:00	1.17744	1.17746	1.17743	1.17743	6	0	3
2018.06.06	23:49:00	1.17743	1.17743	1.17743	1.17743	1	0	4
2018.06.06	23:50:00	1.17742	1.17748	1.17737	1.17747	27	0	2
2018.06.06	23:51:00	1.17747	1.17747	1.17746	1.17746	2	0	3
2018.06.06	23:52:00	1.17746	1.17753	1.17746	1.17747	13	0	2
2018.06.06	23:53:00	1.17747	1.17747	1.17746	1.17746	4	0	3
2018.06.06	23:54:00	1.17746	1.17746	1.17740	1.17741	12	0	3
2018.06.06	23:55:00	1.17741	1.17747	1.17741	1.17747	16	0	2
2018.06.06	23:56:00	1.17747	1.17757	1.17746	1.17757	11	0	1
2018.06.06	23:57:00	1.17756	1.17756	1.17752	1.17752	15	0	3
2018.06.06	23:58:00	1.17752	1.17752	1.17746	1.17746	8	0	2
2018.06.06	23:59:00	1.17747	1.17747	1.17733	1.17735	31	0	1
2018.06.07	00:00:00	1.17728	1.17748	1.17728	1.17748	11	0	14
2018.06.07	00:01:00	1.17748	1.17748	1.17747	1.17747	2	0	12
2018.06.07	00:02:00	1.17747	1.17753	1.17747	1.17748	3	0	9
2018.06.07	00:03:00	1.17748	1.17753	1.17747	1.17749	10	0	9
2018.06.07	00:04:00	1.17749	1.17750	1.17748	1.17749	4	0	8
2018.06.07	00:05:00	1.17749	1.17755	1.17749	1.17755	5	0	7
2018.06.07	00:06:00	1.17755	1.17755	1.17745	1.17753	167	0	3
2018.06.07	00:07:00	1.17753	1.17763	1.17738	1.17748	103	0	1
2018.06.07	00:08:00	1.17748	1.17760	1.17739	1.17741	47	0	6
2018.06.07	00:09:00	1.17741	1.17765	1.17734	1.17762	36	0	6
2018.06.07	00:10:00	1.17762	1.17764	1.17756	1.17763	17	0	13
2018.06.07	00:11:00	1.17763	1.17763	1.17747	1.17751	37	0	7
2018.06.07	00:12:00	1.17751	1.17752	1.17741	1.17746	16	0	5
2018.06.07	00:13:00	1.17746	1.17762	1.17743	1.17745	116	0	4
2018.06.07	00:14:00	1.17745	1.17774	1.17737	1.17762	97	0	5
2018.06.07	00:15:00	1.17762	1.17763	1.17752	1.17753	21	0	6
2018.06.07	00:16:00	1.17753	1.17757	1.17734	1.17745	40	0	9
2018.06.07	00:17:00	1.17745	1.17756	1.17744	1.17747	88	0	12
2018.06.07	00:18:00	1.17748	1.17752	1.17744	1.17751	39	0	13
2018.06.07	00:19:00	1.17751	1.17751	1.17740	1.17742	23	0	8
2018.06.07	00:20:00	1.17742	1.17748	1.17740	1.17740	17	0	13
2018.06.07	00:21:00	1.17740	1.17750	1.17739	1.17742	41	0	3
2018.06.07	00:22:00	1.17742	1.17752	1.17740	1.17742	19	0	6
2018.06.07	00:23:00	1.17742	1.17743	1.17741	1.17743	3	0	9
2018.06.07	00:24:00	1.17744	1.17744	1.17740	1.17741	9	0	9
2018.06.07	00:25:00	1.17741	1.17745	1.17741	1.17742	4	0	13
2018.06.07	00:26:00	1.17742	1.17750	1.17742	1.17750	19	0	8
2018.06.07	00:27:00	1.17750	1.17751	1.17740	1.17744	101	0	9
2018.06.07	00:28:00	1.17744	1.17745	1.17736	1.17737	39	0	11
2018.06.07	00:29:00	1.17738	1.17743	1.17723	1.17728	97	0	3
2018.06.07	00:30:00	1.17728	1.17755	1.17726	1.17749	687	0	5
2018.06.07	00:31:00	1.17749	1.17759	1.17744	1.17757	386	0	10
2018.06.07	00:32:00	1.17757	1.17763	1.17745	1.17758	335	0	7
2018.06.07	00:33:00	1.17758	1.17760	1.17735	1.17747	1658	0	10
2018.06.07	00:34:00	1.17744	1.17752	1.17736	1.17740	184	0	10
2018.06.07	00:35:00	1.17740	1.17741	1.17738	1.17740	7	0	9
2018.06.07	00:36:00	1.17740	1.17762	1.17740	1.17762	135	0	10
2018.06.07	00:37:00	1.17762	1.17762	1.17725	1.17747	308	0	6
2018.06.07	00:38:00	1.17743	1.17759	1.17739	1.17741	390	0	9
2018.06.07	00:39:00	1.17741	1.17754	1.17738	1.17742	311	0	9
2018.06.07	00:40:00	1.17742	1.17742	1.17742	1.17742	1	0	14
2018.06.07	00:41:00	1.17742	1.17757	1.17740	1.17745	192	0	10
2018.06.07	00:42:00	1.17750	1.17758	1.17743	1.17748	216	0	8
2018.06.07	00:43:00	1.17748	1.17751	1.17748	1.17748	3	0	13
2018.06.07	00:44:00	1.17748	1.17761	1.17747	1.17755	16	0	8
2018.06.07	00:45:00	1.17757	1.17760	1.17748	1.17756	115	0	7
2018.06.07	00:46:00	1.17756	1.17761	1.17749	1.17750	42	0	9
2018.06.07	00:47:00	1.17750	1.17758	1.17749	1.17754	28	0	12
2018.06.07	00:48:00	1.17754	1.17765	1.17749	1.17758	24	0	10
2018.06.07	00:49:00	1.17758	1.17760	1.17757	1.17759	24	0	11
2018.06.07	00:50:00	1.17759	1.17762	1.17759	1.17762	18	0	11
2018.06.07	00:51:00	1.17762	1.17762	1.17760	1.17760	25	0	10
2018.06.07	00:52:00	1.17760	1.17761	1.17759	1.17760	11	0	11
2018.06.07	00:53:00	1.17760	1.17761	1.17759	1.17759	10	0	11
2018.06.07	00:54:00	1.17760	1.17762	1.17759	1.17762	11	0	11
2018.06.07	00:55:00	1.17762	1.17764	1.17762	1.17762	9	0	11
2018.06.07	00:56:00	1.17762	1.17766	1.17762	1.17764	12	0	9
2018.06.07	00:57:00	1.17764	1.17765	1.17763	1.17763	6	0	9
2018.06.07	00:58:00	1.17763	1.17765	1.17762	1.17764	12	0	12
2018.06.07	00:59:00	1.17763	1.17764	1.17761	1.17764	6	0	11
2018.06.07	01:00:00	1.17764	1.17769	1.17761	1.17768	79	0	6
2018.06.07	01:01:00	1.17770	1.17774	1.17769	1.17769	14	0	5
2018.06.07	01:02:00	1.17769	1.17769	1.17768	1.17769	5	0	6
2018.06.07	01:03:00	1.17769	1.17771	1.17769	1.17769	7	0	6
2018.06.07	01:04:00	1.17769	1.17772	1.17768	1.17768	11	0	5
2018.06.07	01:05:00	1.17768	1.17769	1.17765	1.17765	7	0	5
2018.06.07	01:06:00	1.17766	1.17766	1.17761	1.17763	12	0	4
2018.06.07	01:07:00	1.17763	1.17765	1.17761	1.17761	27	0	4
2018.06.07	01:08:00	1.17761	1.17761	1.17754	1.17754	8	0	4
2018.06.07	01:09:00	1.17754	1.17755	1.17754	1.17754	3	0	6
2018.06.07	01:10:00	1.17754	1.17755	1.17751	1.17753	12	0	4
2018.06.07	01:11:00	1.17753	1.17754	1.17753	1.17754	6	0	5
2018.06.07	01:12:00	1.17754	1.17759	1.17745	1.17757	56	0	2
2018.06.07	01:13:00	1.17757	1.17761	1.17752	1.17757	20	0	4
2018.06.07	01:14:00	1.17760	1.17778	1.17759	1.17775	57	0	3
2018.06.07	01:15:00	1.17775	1.17780	1.17775	1.17778	18	0	5
2018.06.07	01:16:00	1.17778	1.17779	1.17774	1.17774	12	0	4
2018.06.07	01:17:00	1.17776	1.17780	1.17776	1.17779	8	0	5
2018.06.07	01:18:00	1.17779	1.17787	1.17778	1.17787	25	0	3
2018.06.07	01:19:00	1.17787	1.17805	1.17785	1.17800	60	0	4
2018.06.07	01:20:00	1.17800	1.17805	1.17795	1.17804	30	0	2
2018.06.07	01:21:00	1.17804	1.17817	1.17804	1.17816	28	0	2
2018.06.07	01:22:00	1.17816	1.17820	1.17814	1.17818	24	0	3
2018.06.07	01:23:00	1.17818	1.17822	1.17813	1.17821	50	0	3
2018.06.07	01:24:00	1.17821	1.17825	1.17813	1.17820	58	0	1
2018.06.07	01:25:00	1.17820	1.17828	1.17813	1.17825	66	0	1
2018.06.07	01:26:00	1.17825	1.17826	1.17821	1.17821	15	0	3
2018.06.07	01:27:00	1.17821	1.17823	1.17821	1.17823	3	0	4
2018.06.07	01:28:00	1.17823	1.17823	1.17822	1.17822	2	0	4
2018.06.07	01:29:00	1.17822	1.17822	1.17810	1.17812	37	0	3
2018.06.07	01:30:00	1.17812	1.17812	1.17802	1.17802	16	0	4
2018.06.07	01:31:00	1.17803	1.17806	1.17803	1.17805	5	0	4
2018.06.07	01:32:00	1.17805	1.17805	1.17798	1.17800	22	0	4
2018.06.07	01:33:00	1.17800	1.17801	1.17796	1.17796	8	0	5
2018.06.07	01:34:00	1.17796	1.17797	1.17794	1.17795	7	0	4
2018.06.07	01:35:00	1.17795	1.17805	1.17795	1.17804	10	0	1
2018.06.07	01:36:00	1.17804	1.17804	1.17796	1.17796	8	0	2
2018.06.07	01:37:00	1.17796	1.17799	1.17796	1.17796	8	0	3
2018.06.07	01:38:00	1.17797	1.17798	1.17796	1.17796	5	0	3
2018.06.07	01:39:00	1.17796	1.17797	1.17795	1.17797	4	0	3
2018.06.07	01:40:00	1.17797	1.17799	1.17791	1.17794	24	0	3
2018.06.07	01:41:00	1.17794	1.17808	1.17794	1.17808	27	0	1
2018.06.07	01:42:00	1.17808	1.17819	1.17805	1.17812	23	0	1
2018.06.07	01:43:00	1.17812	1.17812	1.17811	1.17811	2	0	5
2018.06.07	01:44:00	1.17811	1.17811	1.17811	1.17811	1	0	5
2018.06.07	01:45:00	1.17811	1.17811	1.17810	1.17810	2	0	5
2018.06.07	01:46:00	1.17810	1.17811	1.17805	1.17805	9	0	3
2018.06.07	01:47:00	1.17805	1.17806	1.17801	1.17802	16	0	4
2018.06.07	01:48:00	1.17802	1.17805	1.17801	1.17805	4	0	3
2018.06.07	01:49:00	1.17805	1.17805	1.17805	1.17805	1	0	4
2018.06.07	01:50:00	1.17805	1.17809	1.17805	1.17809	5	0	2
2018.06.07	01:51:00	1.17809	1.17814	1.17809	1.17812	6	0	1
2018.06.07	01:52:00	1.17812	1.17813	1.17812	1.17813	2	0	3
2018.06.07	01:53:00	1.17813	1.17818	1.17813	1.17817	7	0	2
2018.06.07	01:54:00	1.17817	1.17817	1.17816	1.17816	2	0	4
2018.06.07	01:55:00	1.17816	1.17816	1.17815	1.17815	2	0	4
2018.06.07	01:56:00	1.17815	1.17816	1.17815	1.17815	3	0	4
2018.06.07	01:57:00	1.17815	1.17816	1.17811	1.17812	7	0	3
2018.06.07	01:58:00	1.17812	1.17814	1.17812	1.17814	3	0	4
2018.06.07	01:59:00	1.17814	1.17816	1.17814	1.17816	2	0	3
2018.06.07	02:00:00	1.17815	1.17816	1.17812	1.17816	16	0	3
2018.06.07	02:01:00	1.17816	1.17817	1.17813	1.17815	12	0	3
2018.06.07	02:02:00	1.17815	1.17816	1.17815	1.17815	3	0	4
2018.06.07	02:03:00	1.17815	1.17816	1.17812	1.17816	5	0	3
2018.06.07	02:04:00	1.17816	1.17816	1.17806	1.17806	42	0	3
2018.06.07	02:05:00	1.17806	1.17806	1.17801	1.17802	9	0	3
2018.06.07	02:06:00	1.17801	1.17803	1.17801	1.17802	4	0	3
2018.06.07	02:07:00	1.17802	1.17812	1.17802	1.17812	14	0	3
2018.06.07	02:08:00	1.17812	1.17812	1.17807	1.17807	6	0	3
2018.06.07	02:09:00	1.17807	1.17811	1.17807	1.17811	5	0	4
2018.06.07	02:10:00	1.17811	1.17811	1.17806	1.17806	8	0	1
2018.06.07	02:11:00	1.17806	1.17806	1.17801	1.17801	8	0	3
2018.06.07	02:12:00	1.17801	1.17801	1.17798	1.17801	9	0	3
2018.06.07	02:13:00	1.17801	1.17802	1.17795	1.17796	42	0	3
2018.06.07	02:14:00	1.17796	1.17797	1.17795	1.17797	292	0	3
2018.06.07	02:15:00	1.17797	1.17805	1.17797	1.17805	11	0	3
2018.06.07	02:16:00	1.17805	1.17805	1.17800	1.17801	15	0	2
2018.06.07	02:17:00	1.17801	1.17806	1.17800	1.17801	18	0	1
2018.06.07	02:18:00	1.17801	1.17802	1.17799	1.17800	10	0	3
2018.06.07	02:19:00	1.17800	1.17800	1.17797	1.17797	3	0	3
2018.06.07	02:20:00	1.17797	1.17800	1.17797	1.17800	6	0	4
2018.06.07	02:21:00	1.17800	1.17800	1.17798	1.17800	7	0	3
2018.06.07	02:22:00	1.17800	1.17807	1.17797	1.17807	18	0	2
2018.06.07	02:23:00	1.17807	1.17816	1.17803	1.17803	31	0	2
2018.06.07	02:24:00	1.17803	1.17812	1.17802	1.17804	26	0	2
2018.06.07	02:25:00	1.17803	1.17813	1.17802	1.17813	23	0	3
2018.06.07	02:26:00	1.17813	1.17822	1.17813	1.17820	14	0	2
2018.06.07	02:27:00	1.17820	1.17820	1.17820	1.17820	1	0	4
2018.06.07	02:28:00	1.17820	1.17824	1.17819	1.17819	10	0	2
2018.06.07	02:29:00	1.17819	1.17820	1.17817	1.17817	5	0	3
2018.06.07	02:30:00	1.17818	1.17821	1.17817	1.17821	11	0	4
2018.06.07	02:31:00	1.17821	1.17822	1.17817	1.17817	26	0	3
2018.06.07	02:32:00	1.17817	1.17818	1.17810	1.17818	26	0	3
2018.06.07	02:33:00	1.17817	1.17817	1.17814	1.17814	12	0	3
2018.06.07	02:34:00	1.17814	1.17814	1.17810	1.17814	11	0	3
2018.06.07	02:35:00	1.17814	1.17817	1.17811	1.17816	26	0	3
2018.06.07	02:36:00	1.17816	1.17818	1.17816	1.17818	7	0	4
2018.06.07	02:37:00	1.17818	1.17826	1.17817	1.17824	17	0	4
2018.06.07	02:38:00	1.17825	1.17827	1.17824	1.17826	28	0	3
2018.06.07	02:39:00	1.17826	1.17828	1.17822	1.17822	15	0	4
2018.06.07	02:40:00	1.17822	1.17823	1.17821	1.17821	8	0	4
2018.06.07	02:41:00	1.17821	1.17827	1.17817	1.17824	39	0	3
2018.06.07	02:42:00	1.17824	1.17832	1.17824	1.17832	23	0	2
2018.06.07	02:43:00	1.17832	1.17833	1.17827	1.17833	18	0	3
2018.06.07	02:44:00	1.17833	1.17835	1.17827	1.17833	22	0	3
2018.06.07	02:45:00	1.17833	1.17836	1.17833	1.17834	22	0	3
2018.06.07	02:46:00	1.17834	1.17838	1.17832	1.17838	12	0	4
2018.06.07	02:47:00	1.17838	1.17838	1.17834	1.17838	13	0	3
2018.06.07	02:48:00	1.17838	1.17838	1.17835	1.17835	17	0	3
2018.06.07	02:49:00	1.17835	1.17838	1.17833	1.17838	15	0	2
2018.06.07	02:50:00	1.17838	1.17838	1.17834	1.17836	15	0	2
2018.06.07	02:51:00	1.17836	1.17836	1.17830	1.17830	7	0	3
2018.06.07	02:52:00	1.17830	1.17830	1.17827	1.17827	2	0	3
2018.06.07	02:53:00	1.17827	1.17827	1.17797	1.17811	25	0	1
2018.06.07	02:54:00	1.17811	1.17811	1.17802	1.17808	26	0	2
2018.06.07	02:55:00	1.17808	1.17811	1.17807	1.17808	7	0	2
2018.06.07	02:56:00	1.17808	1.17809	1.17800	1.17808	27	0	2
2018.06.07	02:57:00	1.17807	1.17807	1.17804	1.17807	13	0	3
2018.06.07	02:58:00	1.17807	1.17822	1.17807	1.17821	16	0	3
2018.06.07	02:59:00	1.17821	1.17821	1.17810	1.17813	19	0	2
2018.06.07	03:00:00	1.17813	1.17835	1.17810	1.17834	56	0	1
2018.06.07	03:01:00	1.17834	1.17839	1.17832	1.17833	18	0	1
2018.06.07	03:02:00	1.17833	1.17848	1.17831	1.17844	33	0	1
2018.06.07	03:03:00	1.17844	1.17848	1.17844	1.17847	14	0	3
2018.06.07	03:04:00	1.17847	1.17847	1.17841	1.17843	9	0	2
2018.06.07	03:05:00	1.17843	1.17844	1.17839	1.17842	12	0	2
2018.06.07	03:06:00	1.17842	1.17844	1.17838	1.17842	36	0	1
2018.06.07	03:07:00	1.17842	1.17846	1.17836	1.17843	51	0	2
2018.06.07	03:08:00	1.17843	1.17856	1.17840	1.17840	59	0	1
2018.06.07	03:09:00	1.17840	1.17852	1.17833	1.17851	72	0	2
2018.06.07	03:10:00	1.17851	1.17856	1.17847	1.17853	38	0	2
2018.06.07	03:11:00	1.17853	1.17853	1.17841	1.17841	58	0	2
2018.06.07	03:12:00	1.17841	1.17841	1.17831	1.17831	31	0	1
2018.06.07	03:13:00	1.17831	1.17846	1.17831	1.17846	27	0	2
2018.06.07	03:14:00	1.17846	1.17856	1.17846	1.17852	21	0	2
2018.06.07	03:15:00	1.17852	1.17877	1.17850	1.17872	78	0	1
2018.06.07	03:16:00	1.17872	1.17879	1.17866	1.17878	68	0	1
2018.06.07	03:17:00	1.17878	1.17900	1.17878	1.17890	85	0	1
2018.06.07	03:18:00	1.17890	1.17890	1.17875	1.17888	52	0	1
2018.06.07	03:19:00	1.17888	1.17889	1.17878	1.17880	63	0	1
2018.06.07	03:20:00	1.17880	1.17893	1.17880	1.17893	35	0	1
2018.06.07	03:21:00	1.17893	1.17902	1.17893	1.17898	16	0	2
2018.06.07	03:22:00	1.17898	1.17909	1.17898	1.17909	49	0	1
2018.06.07	03:23:00	1.17909	1.17922	1.17900	1.17911	62	0	2
2018.06.07	03:24:00	1.17911	1.17915	1.17909	1.17910	13	0	2
2018.06.07	03:25:00	1.17909	1.17914	1.17908	1.17914	16	0	2
2018.06.07	03:26:00	1.17914	1.17916	1.17910	1.17915	26	0	2
2018.06.07	03:27:00	1.17915	1.17915	1.17908	1.17912	24	0	1
2018.06.07	03:28:00	1.17912	1.17913	1.17909	1.17909	23	0	2
2018.06.07	03:29:00	1.17909	1.17912	1.17905	1.17912	41	0	2
2018.06.07	03:30:00	1.17912	1.17921	1.17911	1.17916	47	0	2
2018.06.07	03:31:00	1.17916	1.17916	1.17908	1.17910	22	0	2
2018.06.07	03:32:00	1.17910	1.17911	1.17902	1.17909	72	0	1
2018.06.07	03:33:00	1.17909	1.17923	1.17903	1.17923	51	0	1
2018.06.07	03:34:00	1.17923	1.17923	1.17915	1.17916	12	0	2
2018.06.07	03:35:00	1.17916	1.17922	1.17912	1.17912	15	0	2
2018.06.07	03:36:00	1.17912	1.17912	1.17907	1.17907	7	0	2
2018.06.07	03:37:00	1.17907	1.17907	1.17887	1.17887	68	0	1
2018.06.07	03:38:00	1.17887	1.17891	1.17886	1.17889	32	0	1
2018.06.07	03:39:00	1.17889	1.17890	1.17886	1.17887	27	0	2
2018.06.07	03:40:00	1.17886	1.17892	1.17886	1.17886	13	0	2
2018.06.07	03:41:00	1.17885	1.17891	1.17885	1.17887	14	0	2
2018.06.07	03:42:00	1.17887	1.17914	1.17887	1.17906	69	0	2
2018.06.07	03:43:00	1.17906	1.17910	1.17902	1.17902	22	0	2
2018.06.07	03:44:00	1.17902	1.17902	1.17900	1.17902	4	0	2
2018.06.07	03:45:00	1.17902	1.17905	1.17892	1.17892	26	0	1
2018.06.07	03:46:00	1.17892	1.17897	1.17892	1.17896	17	0	2
2018.06.07	03:47:00	1.17895	1.17899	1.17891	1.17891	15	0	2
2018.06.07	03:48:00	1.17891	1.17901	1.17891	1.17897	16	0	2
2018.06.07	03:49:00	1.17897	1.17897	1.17891	1.17891	11	0	2
2018.06.07	03:50:00	1.17891	1.17892	1.17888	1.17888	15	0	2
2018.06.07	03:51:00	1.17888	1.17893	1.17888	1.17893	5	0	2
2018.06.07	03:52:00	1.17893	1.17899	1.17889	1.17890	17	0	1
2018.06.07	03:53:00	1.17890	1.17897	1.17890	1.17897	9	0	2
2018.06.07	03:54:00	1.17897	1.17912	1.17897	1.17910	22	0	1
2018.06.07	03:55:00	1.17911	1.17918	1.17904	1.17912	50	0	1
2018.06.07	03:56:00	1.17912	1.17918	1.17912	1.17914	9	0	1
2018.06.07	03:57:00	1.17914	1.17914	1.17907	1.17907	9	0	2
2018.06.07	03:58:00	1.17907	1.17907	1.17907	1.17907	1	0	4
2018.06.07	03:59:00	1.17907	1.17924	1.17907	1.17918	29	0	1
2018.06.07	04:00:00	1.17918	1.17934	1.17918	1.17927	38	0	1
2018.06.07	04:01:00	1.17927	1.17928	1.17924	1.17924	16	0	2
2018.06.07	04:02:00	1.17924	1.17932	1.17923	1.17927	32	0	1
2018.06.07	04:03:00	1.17927	1.17927	1.17921	1.17923	14	0	2
2018.06.07	04:04:00	1.17923	1.17927	1.17923	1.17924	13	0	2
2018.06.07	04:05:00	1.17924	1.17934	1.17924	1.17927	14	0	1
2018.06.07	04:06:00	1.17927	1.17929	1.17927	1.17928	4	0	3
2018.06.07	04:07:00	1.17928	1.17929	1.17918	1.17926	25	0	1
